player,team,opposition,date,venue,match_id,player_id,fantasy_points,batting_fantasy_points,bowling_fantasy_points,fielding_fantasy_points,Total_matches_played_sum,last_7_matches_fantasy_points_sum,last_7_matches_fantasy_points_var,date_diff,batting_order,k_value,cumulative_Innings Batted_sum,last_7_matches_Innings Batted_sum,cumulative_Runs_sum,last_7_matches_Runs_sum,cumulative_Fours_sum,last_7_matches_Fours_sum,cumulative_Sixes_sum,last_7_matches_Sixes_sum,cumulative_Outs_sum,last_7_matches_Outs_sum,cumulative_Dot Balls_sum,last_7_matches_Dot Balls_sum,cumulative_Balls Faced_sum,last_7_matches_Balls Faced_sum,cumulative_Innings Bowled_sum,last_7_matches_Innings Bowled_sum,cumulative_Balls Bowled_sum,last_7_matches_Balls Bowled_sum,cumulative_Wickets_sum,last_7_matches_Wickets_sum,cumulative_LBWs_sum,last_7_matches_LBWs_sum,cumulative_Bowleds_sum,last_7_matches_Bowleds_sum,cumulative_Extras_sum,last_7_matches_Extras_sum,cumulative_Maiden Overs_sum,last_7_matches_Maiden Overs_sum,cumulative_Runsgiven_sum,last_7_matches_Runsgiven_sum,cumulative_Dot Balls Bowled_sum,last_7_matches_Dot Balls Bowled_sum,cumulative_Foursgiven_sum,last_7_matches_Foursgiven_sum,cumulative_Sixesgiven_sum,last_7_matches_Sixesgiven_sum,cumulative_Stumpings_sum,last_7_matches_Stumpings_sum,cumulative_Catches_sum,last_7_matches_Catches_sum,cumulative_direct run_outs_sum,last_7_matches_direct run_outs_sum,cumulative_indirect run_outs_sum,last_7_matches_indirect run_outs_sum,last_7_matches_lbw_bowled_sum,last_7_matches_centuries_sum,last_7_matches_half_centuries_sum,last_7_matches_duck_outs_sum,last_7_matches_4wickets_sum,last_7_matches_5wickets_sum,last_7_matches_6wickets_sum,last_year_avg_Runs,last_year_avg_Wickets,cumulative_derived_Dot Ball%,cumulative_derived_Batting Strike Rate,cumulative_derived_Batting Avg,cumulative_derived_Mean Score,cumulative_derived_Boundary%,cumulative_derived_Mean Balls Faced,cumulative_derived_Dismissal Rate,cumulative_derived_Economy Rate,cumulative_derived_Bowling Dot Ball%,cumulative_derived_Boundary Given%,cumulative_derived_Bowling Avg,cumulative_derived_Bowling Strike Rate,last_7_matches_derived_Dot Ball%,last_7_matches_derived_Batting Strike Rate,last_7_matches_derived_Batting Avg,last_7_matches_derived_Mean Score,last_7_matches_derived_Boundary%,last_7_matches_derived_Mean Balls Faced,last_7_matches_derived_Dismissal Rate,last_7_matches_derived_Economy Rate,last_7_matches_derived_Bowling Dot Ball%,last_7_matches_derived_Boundary Given%,last_7_matches_derived_Bowling Avg,last_7_matches_derived_Bowling Strike Rate,Venue_total_matches_sum,cumulative_Venue_Runs_sum,last_7_matches_Venue_Runs_sum,cumulative_Venue_Wickets_sum,last_7_matches_Venue_Wickets_sum,cumulative_Venue_Innings Batted_sum,last_7_matches_Venue_Innings Batted_sum,cumulative_Venue_Innings Bowled_sum,last_7_matches_Venue_Innings Bowled_sum,Opposition_total_matches_sum,cumulative_Opposition_Runs_sum,last_7_matches_Opposition_Runs_sum,cumulative_Opposition_Wickets_sum,last_7_matches_Opposition_Wickets_sum,cumulative_Opposition_Innings Batted_sum,last_7_matches_Opposition_Innings Batted_sum,cumulative_Opposition_Innings Bowled_sum,last_7_matches_Opposition_Innings Bowled_sum,Inning_total_matches_sum,cumulative_Inning_Runs_sum,last_7_matches_Inning_Runs_sum,cumulative_Inning_Wickets_sum,last_7_matches_Inning_Wickets_sum,cumulative_Inning_Innings Batted_sum,last_7_matches_Inning_Innings Batted_sum,cumulative_Inning_Innings Bowled_sum,last_7_matches_Inning_Innings Bowled_sum,venue_avg_runs_sum,venue_avg_wickets_sum
SS Iyer,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,85ec8e33,,,,,63.0,76.14285714285714,2291.836734693873,2.0,,7,0.9523809523809523,1.0,41.80952380952381,38.142857142857146,3.9682539682539684,4.285714285714286,1.0634920634920635,0.8571428571428571,0.8888888888888888,1.1428571428571428,18.333333333333332,15.428571428571429,41.12698412698413,35.285714285714285,0.07936507936507936,0.0,0.5873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.6190476190476191,0.0,0.2857142857142857,0.0,0.031746031746031744,0.0,0.031746031746031744,0.0,0.0,0.0,0.4126984126984127,0.2857142857142857,0.015873015873015872,0.14285714285714285,0.06349206349206349,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,36.25,0.0,0.44577383249710534,1.0165959089154766,47.03571428571429,43.900000000000006,12.234658433037438,43.18333333333334,46.267857142857146,1.054054054054054,0.48648648648648646,10.81081081081081,0.6190476190476191,0.5873015873015873,0.43724696356275305,1.0809716599190284,33.37500000000001,38.142857142857146,14.5748987854251,35.285714285714285,30.875,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,39.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,39.98148148148148,28.6,0.0,0.0,0.9629629629629629,1.0,0.09259259259259259,0.0,62.0,41.58064516129032,68.28571428571429,0.0,0.0,0.9516129032258065,1.0,0.08064516129032258,0.0,216.61538461538464,6.169871794871795
Mohammed Shami,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,8cf9814c,,,,,102.0,77.57142857142857,5152.244897959186,2.0,,7,0.47058823529411764,0.14285714285714285,2.156862745098039,0.8571428571428571,0.16666666666666666,0.14285714285714285,0.08823529411764706,0.0,0.28431372549019607,0.14285714285714285,1.4019607843137254,1.0,2.5980392156862746,1.4285714285714286,1.0,1.0,50.09803921568628,48.57142857142857,1.9509803921568627,2.142857142857143,0.11764705882352941,0.14285714285714285,0.6078431372549019,0.2857142857142857,1.911764705882353,3.857142857142857,0.4411764705882353,0.2857142857142857,46.509803921568626,49.285714285714285,28.07843137254902,25.714285714285715,5.2745098039215685,5.285714285714286,0.9019607843137255,1.1428571428571428,0.0,0.0,0.2549019607843137,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.75,0.539622641509434,0.830188679245283,7.586206896551724,4.583333333333333,9.81132075471698,5.520833333333334,9.13793103448276,0.9283757338551858,0.5604696673189824,12.32876712328767,23.839195979899497,25.678391959798997,0.7,0.6,6.0,6.0,10.0,10.0,10.0,1.0147058823529411,0.5294117647058824,13.23529411764706,23.0,22.666666666666668,38.0,2.3947368421052633,0.0,1.8421052631578947,0.0,0.5263157894736842,0.0,1.0,0.0,90.0,2.3444444444444446,1.4,1.9,2.8,0.5,0.4,1.0,1.0,101.0,2.1782178217821784,1.2857142857142858,1.9702970297029703,2.857142857142857,0.4752475247524752,0.42857142857142855,1.0,1.0,216.61538461538464,6.169871794871795
Kuldeep Yadav,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,8d2c70ad,,,,,106.0,50.0,630.8571428571371,2.0,,7,0.33962264150943394,0.5714285714285714,1.9056603773584906,2.2857142857142856,0.1320754716981132,0.0,0.0,0.0,0.20754716981132076,0.2857142857142857,2.2358490566037736,7.428571428571429,3.707547169811321,9.714285714285714,0.9905660377358491,1.0,52.056603773584904,57.142857142857146,1.650943396226415,1.2857142857142858,0.3018867924528302,0.14285714285714285,0.3867924528301887,0.0,0.5566037735849056,0.2857142857142857,0.27358490566037735,0.14285714285714285,43.424528301886795,39.42857142857143,26.22641509433962,29.714285714285715,2.7547169811320753,2.4285714285714284,1.1981132075471699,0.42857142857142855,0.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.009433962264150943,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,1.2857142857142858,0.6030534351145038,0.5139949109414758,9.181818181818182,5.611111111111112,3.5623409669211195,10.916666666666668,17.863636363636363,0.8341790503805727,0.5038057267125771,7.593330916998912,26.302857142857146,31.53142857142857,0.7647058823529412,0.23529411764705882,8.0,4.0,0.0,17.0,34.0,0.69,0.52,4.999999999999999,30.666666666666664,44.44444444444444,40.0,2.1,0.0,1.675,0.0,0.3,0.0,1.0,0.0,94.0,1.925531914893617,1.6,1.7127659574468086,1.0,0.3191489361702128,0.4,0.9893617021276596,1.0,105.0,1.9238095238095239,1.7142857142857142,1.638095238095238,0.8571428571428571,0.34285714285714286,0.42857142857142855,0.9904761904761905,1.0,216.61538461538464,6.169871794871795
Towhid Hridoy,Bangladesh,India,2025-02-25,Rawalpindi Cricket Stadium,1234567890,9e52a414,,,,,25.0,54.57142857142857,4107.387755102041,1.0,,7,0.92,0.8571428571428571,32.68,34.285714285714285,1.96,1.2857142857142858,0.84,1.0,0.88,0.8571428571428571,18.88,20.714285714285715,39.32,43.42857142857143,0.04,0.14285714285714285,0.04,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.04,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,45.6,0.0,0.4801627670396744,0.8311291963377416,37.13636363636363,35.52173913043478,7.121057985757884,42.73913043478261,44.68181818181818,2.0,0.0,0.0,0.08,0.04,0.4769736842105263,0.7894736842105262,40.0,40.0,5.263157894736842,50.66666666666667,50.66666666666667,2.0,0.0,0.0,0.2857142857142857,0.14285714285714285,9.0,43.888888888888886,7.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.0,19.0,34.473684210526315,56.666666666666664,0.0,0.0,0.8947368421052632,1.0,0.05263157894736842,0.0,24.0,33.75,16.571428571428573,0.0,0.0,0.9166666666666666,0.8571428571428571,0.041666666666666664,0.0,216.61538461538464,6.169871794871795
Mushfiqur Rahim,Bangladesh,India,2025-02-25,Rawalpindi Cricket Stadium,1234567890,a94e08ea,,,,,246.0,61.285714285714285,2601.9183673469456,1.0,,7,0.9552845528455285,0.8571428571428571,29.857723577235774,26.0,2.3495934959349594,2.7142857142857144,0.3861788617886179,0.14285714285714285,0.8252032520325203,0.5714285714285714,18.085365853658537,13.714285714285714,37.10162601626016,30.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21138211382113822,0.0,0.9024390243902439,1.8571428571428572,0.012195121951219513,0.0,0.14634146341463414,0.14285714285714285,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,0.0,27.4,0.0,0.4874548044264271,0.804755122165005,36.18226600985222,31.25531914893617,7.373726306562946,38.838297872340426,44.960591133004925,-1.0,-1.0,-1.0,-1.0,-1.0,0.4549763033175355,0.8625592417061612,45.5,30.333333333333336,9.47867298578199,35.16666666666667,52.75,-1.0,-1.0,-1.0,-1.0,-1.0,175.0,29.954285714285714,2.0,0.0,0.0,0.96,1.0,0.0,0.0,232.0,30.29310344827586,14.857142857142858,0.0,0.0,0.9568965517241379,1.0,0.0,0.0,245.0,29.97142857142857,19.0,0.0,0.0,0.9551020408163265,0.8571428571428571,0.0,0.0,216.61538461538464,6.169871794871795
KL Rahul,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,b17e2f24,,,,,81.0,48.42857142857143,901.3877551020427,2.0,,7,0.9382716049382716,0.8571428571428571,36.34567901234568,17.714285714285715,2.8518518518518516,1.0,0.7901234567901234,0.42857142857142855,0.7654320987654321,0.7142857142857143,19.419753086419753,9.0,41.41975308641975,20.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641975308641975,0.2857142857142857,0.8518518518518519,1.1428571428571428,0.037037037037037035,0.14285714285714285,0.1111111111111111,0.5714285714285714,0.0,0.0,0.0,0.1,0.0,0.0,0.0,17.714285714285715,0.0,0.46885245901639344,0.8774962742175857,47.483870967741936,38.73684210526316,8.792846497764529,44.14473684210527,54.112903225806456,-1.0,-1.0,-1.0,-1.0,-1.0,0.43749999999999994,0.861111111111111,24.8,20.666666666666668,6.944444444444445,24.000000000000004,28.8,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,40.4375,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,71.0,36.15492957746479,38.0,0.0,0.0,0.9436619718309859,1.0,0.0,0.0,80.0,36.8,47.42857142857143,0.0,0.0,0.95,1.0,0.0,0.0,216.61538461538464,6.169871794871795
Shubman Gill,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,b4b99816,,,,,50.0,120.42857142857143,4165.959183673472,2.0,,7,1.0,1.0,53.58,63.857142857142854,6.14,8.0,1.14,0.8571428571428571,0.86,0.8571428571428571,25.92,36.285714285714285,52.9,69.85714285714286,0.04,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.08,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.72,0.7142857142857143,0.0,0.0,0.02,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,57.875,0.0,0.4899810964083176,1.0128544423440453,62.30232558139535,53.58,13.761814744801512,52.9,61.51162790697674,1.3888888888888888,0.22222222222222224,16.666666666666664,0.5,0.36,0.5194274028629856,0.9141104294478527,74.5,63.857142857142854,12.678936605316974,69.85714285714286,81.50000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,46.0,0.0,0.0,0.0,1.0,0.0,0.05263157894736842,0.0,40.0,51.875,91.66666666666667,0.0,0.0,1.0,1.0,0.025,0.0,49.0,53.734693877551024,53.0,0.0,0.0,1.0,1.0,0.04081632653061224,0.14285714285714285,216.61538461538464,6.169871794871795
V Kohli,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,ba607b88,,,,,291.0,64.71428571428571,2091.0612244898043,2.0,,7,0.9690721649484536,1.0,48.07903780068729,33.857142857142854,4.501718213058419,3.4285714285714284,0.5292096219931272,0.14285714285714285,0.8419243986254296,0.8571428571428571,22.804123711340207,19.571428571428573,51.40549828178694,40.142857142857146,0.16838487972508592,0.0,2.2130584192439864,0.0,0.01718213058419244,0.0,0.0,0.0,0.006872852233676976,0.0,0.061855670103092786,0.0,0.003436426116838488,0.0,2.261168384879725,0.0,0.7972508591065293,0.0,0.17525773195876287,0.0,0.024054982817869417,0.0,0.0,0.0,0.5360824742268041,1.0,0.006872852233676976,0.0,0.05154639175257732,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,33.857142857142854,0.0,0.4436125409452504,0.9352897920984024,57.1061224489796,49.61347517730497,9.78675045123337,53.04609929078014,61.05714285714286,1.0217391304347825,0.36024844720496896,9.006211180124222,131.6,128.79999999999998,0.4875444839857651,0.8434163701067614,39.5,33.857142857142854,8.89679715302491,40.142857142857146,46.83333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,198.0,43.601010101010104,0.0,0.010101010101010102,0.0,0.9747474747474747,0.0,0.20707070707070707,0.0,278.0,47.89208633093525,53.42857142857143,0.014388489208633094,0.0,0.9748201438848921,1.0,0.17266187050359713,0.14285714285714285,290.0,47.9,66.14285714285714,0.017241379310344827,0.14285714285714285,0.9689655172413794,1.0,0.16896551724137931,0.14285714285714285,216.61538461538464,6.169871794871795
Mehedi Hasan Miraz,Bangladesh,India,2025-02-25,Rawalpindi Cricket Stadium,1234567890,c58b0108,,,,,95.0,80.0,3291.7142857142862,1.0,,7,0.7263157894736842,1.0,13.705263157894738,29.571428571428573,1.2526315789473683,2.857142857142857,0.24210526315789474,0.5714285714285714,0.631578947368421,1.1428571428571428,9.389473684210527,21.142857142857142,17.25263157894737,37.285714285714285,0.9894736842105263,1.0,48.28421052631579,54.857142857142854,1.0421052631578946,0.5714285714285714,0.21052631578947367,0.0,0.2631578947368421,0.14285714285714285,0.43157894736842106,0.14285714285714285,0.29473684210526313,0.14285714285714285,39.23157894736842,48.42857142857143,24.094736842105263,25.285714285714285,2.6315789473684212,3.0,0.9894736842105263,1.5714285714285714,0.0,0.0,0.3473684210526316,0.2857142857142857,0.010526315789473684,0.0,0.031578947368421054,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,25.875,0.625,0.5442342892007321,0.7943868212324589,21.700000000000003,18.869565217391305,8.663819402074434,23.753623188405797,27.31666666666667,0.8125136254632657,0.49901896664486595,7.499454981469371,37.64646464646465,46.333333333333336,0.5670498084291188,0.7931034482758621,25.875000000000004,29.571428571428573,9.195402298850576,37.285714285714285,32.625,0.8828125000000001,0.4609375,8.333333333333332,84.75000000000001,96.0,50.0,15.22,13.0,1.14,0.0,0.74,1.0,0.98,1.0,84.0,12.166666666666666,27.714285714285715,1.0595238095238095,1.0,0.6904761904761905,1.0,0.9880952380952381,1.0,94.0,13.712765957446809,14.571428571428571,1.053191489361702,0.8571428571428571,0.723404255319149,0.7142857142857143,0.9893617021276596,1.0,216.61538461538464,6.169871794871795
Jaker Ali,Bangladesh,India,2025-02-25,Rawalpindi Cricket Stadium,1234567890,cd56a813,,,,,5.0,75.6,1321.84,1.0,,7,1.0,1.0,45.2,45.2,3.0,3.0,1.2,1.2,1.0,1.0,27.0,27.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,45.2,0.0,0.4909090909090909,0.8218181818181819,45.2,45.2,7.636363636363637,55.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4909090909090909,0.8218181818181819,45.2,45.2,7.636363636363637,55.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,32.0,45.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,39.666666666666664,68.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,45.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,216.61538461538464,6.169871794871795
HH Pandya,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,dbe50b21,,,,,88.0,49.285714285714285,899.3469387755075,2.0,,7,0.7272727272727273,0.5714285714285714,19.613636363636363,6.285714285714286,1.4545454545454546,0.42857142857142855,0.7840909090909091,0.42857142857142855,0.6363636363636364,0.42857142857142855,7.363636363636363,1.1428571428571428,17.5,3.857142857142857,0.9545454545454546,1.0,38.0,32.142857142857146,0.9886363636363636,1.0,0.056818181818181816,0.0,0.09090909090909091,0.14285714285714285,1.7159090909090908,0.8571428571428571,0.17045454545454544,0.14285714285714285,35.18181818181818,31.571428571428573,19.261363636363637,16.0,3.5113636363636362,3.5714285714285716,0.5113636363636364,0.5714285714285714,0.0,0.0,0.3522727272727273,0.42857142857142855,0.0,0.0,0.011363636363636364,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0,0.42077922077922075,1.1207792207792207,30.821428571428573,26.96875,12.792207792207794,24.0625,27.5,0.9258373205741627,0.506877990430622,10.586124401913874,35.58620689655172,38.4367816091954,0.2962962962962963,1.6296296296296295,14.666666666666668,11.0,22.22222222222222,6.750000000000001,9.0,0.9822222222222222,0.4977777777777777,12.88888888888889,31.571428571428573,32.142857142857146,31.0,18.677419354838708,0.0,0.967741935483871,0.0,0.6451612903225806,0.0,0.9032258064516129,0.0,79.0,19.544303797468356,0.0,0.9493670886075949,0.75,0.7215189873417721,0.25,0.9493670886075949,1.0,87.0,19.74712643678161,22.0,0.9770114942528736,0.7142857142857143,0.7241379310344828,0.8571428571428571,0.9540229885057471,1.0,216.61538461538464,6.169871794871795
Taskin Ahmed,Bangladesh,India,2025-02-25,Rawalpindi Cricket Stadium,1234567890,ef18b66e,,,,,69.0,65.28571428571429,1057.6326530612253,1.0,,7,0.5362318840579711,0.42857142857142855,3.217391304347826,4.428571428571429,0.21739130434782608,0.42857142857142855,0.11594202898550725,0.14285714285714285,0.4057971014492754,0.2857142857142857,3.5072463768115942,2.857142857142857,5.507246376811594,5.142857142857143,1.0,1.0,48.608695652173914,54.0,1.3333333333333333,1.5714285714285714,0.11594202898550725,0.14285714285714285,0.2318840579710145,0.14285714285714285,2.1449275362318843,2.4285714285714284,0.37681159420289856,0.5714285714285714,44.44927536231884,45.285714285714285,26.55072463768116,31.142857142857142,4.797101449275362,5.428571428571429,0.6666666666666666,0.42857142857142855,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.028985507246376812,0.0,0.2857142857142857,0.0,0.0,0.1,0.0,0.0,0.0,4.428571428571429,1.5714285714285714,0.636842105263158,0.5842105263157895,7.928571428571428,6.0,6.052631578947368,10.270270270270268,13.57142857142857,0.9144305307096006,0.5462134764460346,11.24031007751938,33.33695652173913,36.45652173913044,0.5555555555555556,0.861111111111111,15.500000000000002,10.333333333333334,11.111111111111109,12.000000000000002,18.000000000000004,0.8386243386243386,0.5767195767195767,10.846560846560847,28.818181818181817,34.36363636363637,33.0,2.909090909090909,10.0,1.5454545454545454,1.0,0.5454545454545454,1.0,1.0,1.0,57.0,3.1403508771929824,4.571428571428571,1.263157894736842,1.8571428571428572,0.5263157894736842,0.7142857142857143,1.0,1.0,68.0,3.1176470588235294,3.857142857142857,1.338235294117647,2.142857142857143,0.5294117647058824,0.42857142857142855,1.0,1.0,216.61538461538464,6.169871794871795
RA Jadeja,India,Bangladesh,2025-02-25,Rawalpindi Cricket Stadium,1234567890,fe93fd9d,,,,,195.0,67.0,2130.8571428571468,2.0,,7,0.6615384615384615,0.42857142857142855,14.179487179487179,4.571428571428571,1.035897435897436,0.5714285714285714,0.27692307692307694,0.0,0.4564102564102564,0.14285714285714285,7.78974358974359,2.7142857142857144,16.58974358974359,5.571428571428571,0.9743589743589743,1.0,50.61538461538461,54.857142857142854,1.1641025641025642,1.2857142857142858,0.2,0.2857142857142857,0.3076923076923077,0.42857142857142855,0.5230769230769231,0.7142857142857143,0.2717948717948718,0.2857142857142857,41.01538461538462,41.857142857142854,25.369230769230768,27.714285714285715,2.7025641025641027,2.142857142857143,0.9179487179487179,1.0,0.0,0.0,0.3641025641025641,0.7142857142857143,0.03076923076923077,0.0,0.07179487179487179,0.14285714285714285,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,5.75,1.75,0.46955177743431215,0.8547140649149921,31.06741573033708,21.434108527131784,7.913446676970634,25.077519379844965,36.348314606741575,0.8103343465045594,0.5012158054711247,7.152988855116515,35.23348017621145,43.48017621145374,0.4871794871794872,0.8205128205128205,32.0,10.666666666666666,10.256410256410255,13.0,39.0,0.7630208333333334,0.5052083333333334,5.729166666666667,32.55555555555555,42.666666666666664,115.0,15.191304347826087,0.0,1.1652173913043478,0.0,0.6608695652173913,0.0,0.9826086956521739,0.0,182.0,14.54945054945055,7.0,1.1318681318681318,1.1428571428571428,0.6758241758241759,0.42857142857142855,0.9725274725274725,1.0,194.0,14.25257731958763,13.428571428571429,1.1649484536082475,1.7142857142857142,0.6649484536082474,0.7142857142857143,0.9742268041237113,1.0,216.61538461538464,6.169871794871795
